Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
Senior SQA Engineer,Amrood Labs (Pvt.) Ltd,Lahore,https://pk.indeed.com/company/Amrood-Labs-(Pvt.)-Ltd/jobs/Senior-Sqa-Engineer-9d348b1258b3df3c?fccid=3fe96baf633983fb&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Software Engineer (PHP Laravel Developer),STATUS 200,Lahore,https://pk.indeed.com/company/Status-200/jobs/Software-Engineer-861072a8a15fa27e?fccid=1217b400b4c39d94&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Flutter Developer,Digital Mandee,Lahore,https://pk.indeed.com/company/Digital-Mandee/jobs/Flutter-Developer-f77f4a7bb567ff28?fccid=988e3cb7a995d794&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
PHP Laravel Developer,Punch Digital Agency,Lahore,https://pk.indeed.com/company/Punch-Digital-Agency/jobs/PHP-Laravel-Developer-2b68f229f2452016?fccid=132742451c7088ce&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Full Stack Developer,CodeAutomation,Lahore,https://pk.indeed.com/rc/clk?jk=ac7510cc84f566f3&fccid=8799840c3290d747&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Senior Backend Web Developer (Laravel),AMI Digital Limited,Lahore,https://pk.indeed.com/company/AMI-Digital-Limited/jobs/Senior-Backend-Web-Developer-55a4c10fae986150?fccid=797d0b38dbb50cd5&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Business Developer BD,SprintOps,Lahore,https://pk.indeed.com/company/SprintOps/jobs/Business-Developer-Bd-63841271e0b3abf7?fccid=c5438460a7813884&vjs=3,"Rs 30,000 - Rs 50,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
"Web Developer (PHP Laravel, Node.Js)",AlphaSquad Technologies,Lahore,https://pk.indeed.com/company/AlphaSquad-Inc./jobs/Web-Developer-c4330ee414e32d68?fccid=214fee1177172b3c&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Remote - Full Stack Developer (Angular 10+ and .Net Core),Techfision,Lahore,https://pk.indeed.com/company/Techfision/jobs/Remote-209b23e202eb880a?fccid=061c6c3ef535fa83&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
React Native Developer,ULEARN Pvt Ltd,Lahore,https://pk.indeed.com/company/SkyNet-Solutionz-Pvt-Ltd/jobs/React-Native-Developer-14558af3d107d3b5?fccid=d8889efff902da2b&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Senior ROR Developer,Amrood Labs (Pvt.) Ltd,Lahore,https://pk.indeed.com/company/Amrood-Labs-(Pvt.)-Ltd/jobs/Senior-Ror-Developer-5cdf59e41d5e94b3?fccid=3fe96baf633983fb&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
PHP Developer,Soft Pvt Ltd.,Lahore,https://pk.indeed.com/company/Soft-Pvt-Ltd./jobs/PHP-Developer-a12054c977d60e10?fccid=ff40243a9bd6914b&vjs=3,"Rs 85,000 - Rs 110,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Full Stack Developer (php/laravel),Ezee Logix,Lahore,https://pk.indeed.com/company/Ezee-Logix/jobs/Full-Stack-Developer-a985007a45d1e7a8?fccid=81f9d32cca39cf87&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Python Developer,DGB Technologies,Lahore,https://pk.indeed.com/rc/clk?jk=5975721a205f56a2&fccid=96fe871514a433ee&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Tableau Developer- Healthcare Industry,Digifloat,Lahore,https://pk.indeed.com/company/Fecundity-Technologies/jobs/Tableau-Developer-3682c33ea51e7196?fccid=7251bac0fb636bb3&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Senior .NET Developer,DukanLay Solutions,Lahore,https://pk.indeed.com/company/DukanLay-Solutions/jobs/Senior-Net-Developer-37f3b42b1171e5b2?fccid=92da4ff0b6d6e63c&vjs=3,"Rs 70,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
PHP Laravel Developer,Zepto Systems Limited,Lahore,https://pk.indeed.com/company/Zepto-Systems-Limited/jobs/PHP-Laravel-Developer-2548940e8af37786?fccid=8fb6acedbc42c153&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Lead Fronted Developer,Abacus Consulting,Lahore,https://pk.indeed.com/company/Abacus-Consulting/jobs/Lead-Fronted-Developer-f46cfa69574b363b?fccid=b1fc1a03b4ca0ee8&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
SQL Database Administrator,Soft Steer,Lahore,https://pk.indeed.com/company/Edward-Milton-&-Co/jobs/SQL-Database-Administrator-cd8a63f97e171a7a?fccid=94ddd77ae6afeb7a&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
PROJECT LEAD (IT),CODEMATICAL,Lahore,https://pk.indeed.com/company/Onlinist-FZE/jobs/Project-Lead-8f3eb8058a694cc7?fccid=26bbf39d76ed18c5&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
PHP Laravel Developer,2BTech,Lahore,https://pk.indeed.com/company/2BTech/jobs/PHP-Laravel-Developer-0dd098ca54aff0e9?fccid=4e84547064cad28c&vjs=3,"Rs 45,000 - Rs 50,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
